Model,Scenario,Carbon Capture|Geological Storage,Climate Assessment|Exceedance Probability 1.5°C [MAGICCv7.5.3],Emissions|CO2,Final Energy|Electricity,Primary Energy|Biomass,Primary Energy|Fossil,Primary Energy|Non-Biomass Renewables,Primary Energy|Nuclear
GCAM 5.3,Deep-Mitigation-MAC_95_n8,21719.92421,88.83333333,-8000.007402,403.0429065,233.209494,324.2526914,235.1685502,122.1208935
GCAM 5.3,Deep-Mitigation-MAC_99_n0,23272.28404,96.83333333,-0.376365393,393.5595354,189.6845125,454.8207002,215.0690809,107.0251252
GCAM 5.3,Deep-Mitigation-MAC_99_n8,22070.29334,90.66666667,-8001.451834,402.3151635,234.378326,330.970024,233.9200586,119.5349977
GCAM 5.3,Deep-Mitigation-SSP2,14423.22855,52.0,-8000.777251,418.9205759,230.1212694,208.1246682,283.2134292,176.7424094
GCAM 5.3,Deep-Mitigation-SSP4,15691.62443,30.16666667,-8000.013412,301.9240768,241.3126016,211.6630949,189.611321,99.50936338
GCAM 5.3,Deep-Mitigation-SSP5,24300.28973,61.83333333,-8000.163189,499.4304844,270.0039309,391.9773603,267.3855641,183.8219224
GCAM 5.3,NGFS Phase 2-Below 2°C,12099.59,66.5,-1247.643547,393.8573732,101.71,227.1834,330.3784,68.192
GCAM 5.3,NGFS Phase 2-Current Policies,0.000770786,100.0,47172.66278,285.0615148,100.6203,751.6707,150.5997,4.271488
GCAM 5.3,NGFS Phase 2-Delayed Transition,7469.947894,61.33333333,-6842.030879,409.0999706,125.464,66.20513,404.6683,68.7297
GCAM 5.3,NGFS Phase 2-Divergent Net Zero Policies,12369.25649,25.16666667,-5990.85038,406.5089386,121.7381,148.6142,364.6822,56.10545
GCAM 5.3,NGFS Phase 2-Nationally Determined Contributions (NDCs),12798.16838,99.33333333,15817.73405,365.5211482,102.6612,490.3828,260.6746,12.98108
GCAM 5.3,NGFS Phase 2-Net-Zero 2050,7124.76704,29.33333333,-4184.539505,380.0182259,101.1796,93.17041,376.381,60.03411
GCAM 6.0 NGFS,NGFS Phase 5-Below 2°C,8141.50074,58.33333333,-4276.535746,509.5298818,110.7682913,97.78543741,581.8293894,28.48018794
GCAM 6.0 NGFS,NGFS Phase 5-Current Policies,1812.904163,100.0,42347.45673,352.6963186,109.3159276,603.1844186,295.4544076,8.200379338
GCAM 6.0 NGFS,NGFS Phase 5-Delayed Transition,8141.503634,62.33333333,-4411.46373,509.2712285,110.5665263,97.93854934,581.1902761,29.14329768
GCAM 6.0 NGFS,NGFS Phase 5-Fragmented World,8141.499693,99.33333333,20827.64386,401.5954154,117.9537376,435.412486,377.6806315,15.25696978
GCAM 6.0 NGFS,NGFS Phase 5-Low Demand,8141.50085,38.83333333,-6594.126479,363.4152319,114.0879947,74.4591468,411.7052137,22.12032121
GCAM 6.0 NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),6287.606574,99.83333333,19476.85445,393.5317555,114.8997753,395.2552938,396.9087814,12.51839277
GCAM 6.0 NGFS,NGFS Phase 5-Net-Zero 2050,8141.500795,39.0,-6232.91522,517.850454,106.9662673,72.82303811,601.0886915,31.95879783
GCAM 7.0,IAM-COMPACT-Current-Policies-Emissions-Intensity,11519.53674,99.83333333,24131.98829,266.9070855,199.5041257,505.9901797,176.0126919,48.01875901
GCAM 7.0,IAM-COMPACT-NDC-Emissions-Intensity,20902.74964,99.0,7892.134693,293.8548529,230.2237126,435.0449891,201.4018351,58.61352575
GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,25949.13672,86.33333333,-1381.827011,317.3108937,245.0099605,396.5817058,213.5930622,71.17587706
GCAM-PR 5.3,ParisReinforce-Current-Policies-PriceOnly,6043.342671,100.0,46839.66566,305.3483031,150.0924932,796.2117273,220.2119229,32.42553145
GCAM-PR 5.3,ParisReinforce-NDC-PriceOnly,10882.64865,100.0,34082.47583,324.8224524,181.4799342,700.6314916,247.7399424,38.45604578
GEM-E3 V2021,ENGAGE-INDCi2030-1000,16116.32162,67.33333333,-0.424351113,358.0205817,283.5380484,395.3213057,273.5346035,20.59219681
GEM-E3 V2021,ENGAGE-INDCi2030-1000-COV,15046.94481,65.16666667,-0.090681626,333.5540134,255.869858,367.0084495,255.2494617,19.60084182
GEM-E3 V2021,ENGAGE-INDCi2030-1000-COV-NDCp,15139.30698,66.0,-0.003399537,335.4884824,254.7259066,366.6090295,256.2351541,19.83227034
GEM-E3 V2021,ENGAGE-INDCi2030-1000-NDCp,16321.76774,67.66666667,1.035930046,360.0093886,279.2220369,393.6330205,274.4250263,20.89684235
GEM-E3 V2021,ENGAGE-INDCi2030-1000f,16112.62777,63.33333333,-6841.939907,352.4975426,290.7086418,325.8655368,286.366684,21.32195119
GEM-E3 V2021,ENGAGE-INDCi2030-1000f-COV,15053.18489,60.5,-5328.780812,329.8910072,261.3664765,310.9892787,266.8380287,20.40672341
GEM-E3 V2021,ENGAGE-INDCi2030-1000f-COV-NDCp,15067.44991,60.66666667,-5128.265961,331.729008,260.9374477,312.6952805,267.2873008,20.55519249
GEM-E3 V2021,ENGAGE-INDCi2030-1000f-NDCp,16210.38486,62.83333333,-6348.014473,355.0860833,286.3684613,328.4824788,287.5082206,21.66460987
GEM-E3 V2021,ENGAGE-INDCi2030-1400,16191.21922,83.0,-0.068024458,357.3891006,280.4961475,393.2528095,273.4555891,20.63818831
GEM-E3 V2021,ENGAGE-INDCi2030-1400f,16518.06937,83.16666667,-2142.532323,356.8051979,273.7837661,367.6392625,279.2717944,21.38463094
GEM-E3 V2021,ENGAGE-INDCi2030-1800,16702.09699,95.5,2467.294902,355.6673727,269.2615918,421.7509438,263.3414151,20.52998055
GEM-E3 V2021,ENGAGE-INDCi2030-1800f,16702.09699,95.5,2467.294902,355.6673727,269.2615918,421.7509438,263.3414151,20.52998055
GEM-E3 V2021,ENGAGE-INDCi2030-600f,15172.47831,33.83333333,-8765.035567,348.0135455,278.6724399,287.177489,299.358545,25.31482364
GEM-E3 V2021,ENGAGE-INDCi2030-600f-COV,14026.53964,32.83333333,-8188.738335,323.911986,257.3004277,266.4948423,279.5610075,23.94036058
GEM-E3 V2021,ENGAGE-INDCi2030-600f-COV-NDCp,14030.47188,32.5,-8138.748937,325.582275,257.5517932,266.7468674,280.1628799,24.08058885
GEM-E3 V2021,ENGAGE-INDCi2030-600f-NDCp,15183.38837,36.5,-8740.400773,349.7702354,278.7661379,287.2264666,300.1438353,25.49295098
GEM-E3 V2021,ENGAGE-INDCi2030-800,15193.91436,51.33333333,0.113936953,358.7562126,264.8041067,366.5365185,285.1771271,24.26901435
GEM-E3 V2021,ENGAGE-INDCi2030-800f,15432.20851,49.5,-6668.944395,352.3809933,270.9932358,301.9163787,297.8090014,25.6254475
GEM-E3 V2021,ENGAGE-INDCi2100,4906.294829,100.0,44021.33389,310.5476824,265.2700048,864.5099243,151.6422827,16.07953879
GEM-E3 V2021,ENGAGE-INDCi2100-COV,4169.06345,100.0,42092.57561,287.7870411,236.1203324,813.6154352,140.9418014,15.28365965
GEM-E3 V2021,ENGAGE-INDCi2100-COV-NDCp,4116.274495,100.0,39583.61144,291.4556928,238.4579865,782.0653452,147.8706124,15.72084345
GEM-E3 V2021,ENGAGE-INDCi2100-NDCp,4985.794275,100.0,41785.98736,313.8641323,267.2808325,837.8721109,157.6947209,16.54161604
GEM-E3 V2021,ENGAGE-NPi2020-1000,16387.92307,68.33333333,0.627087083,358.5670536,272.0351414,391.9086437,274.6052588,20.91462945
GEM-E3 V2021,ENGAGE-NPi2020-1000-COV,15072.92958,67.33333333,-2.086653369,333.2232994,256.0081273,368.4414615,254.3107283,19.52759973
GEM-E3 V2021,ENGAGE-NPi2020-1000f,16254.93314,68.33333333,-5740.660291,353.7297677,283.9168874,334.5699128,285.4412022,21.52857586
GEM-E3 V2021,ENGAGE-NPi2020-1000f-COV,15201.59701,63.83333333,-4260.058082,331.7474443,255.313093,321.470509,265.7667661,20.93416352
GEM-E3 V2021,ENGAGE-NPi2020-1400,16147.83968,85.66666667,-0.899758935,357.0845026,281.4806372,395.2648383,273.3369085,20.63864669
GEM-E3 V2021,ENGAGE-NPi2020-1400f,16522.47391,84.5,-2416.879187,356.4922068,273.9657061,366.3750896,279.996537,21.49472631
GEM-E3 V2021,ENGAGE-NPi2020-1800,16668.11116,96.0,3459.383142,355.3865936,269.9422566,432.5892024,260.6418526,20.21860626
GEM-E3 V2021,ENGAGE-NPi2020-1800f,16668.11116,96.0,3459.383142,355.3865936,269.9422566,432.5892024,260.6418526,20.21860626
GEM-E3 V2021,ENGAGE-NPi2020-400f,15721.76529,27.0,-10883.6734,345.5983319,303.82913,293.018174,290.4712194,21.47371087
GEM-E3 V2021,ENGAGE-NPi2020-500,14765.41326,42.0,-12.40947551,353.0444809,324.5159601,411.1963215,264.5442969,18.79625798
GEM-E3 V2021,ENGAGE-NPi2020-500f,15772.2842,32.83333333,-10588.62014,346.5160897,306.7050138,297.3996434,289.436618,21.25283257
GEM-E3 V2021,ENGAGE-NPi2020-600,15819.11899,47.33333333,-0.136364809,358.0109493,287.1201994,394.8188309,273.1287198,20.82062525
GEM-E3 V2021,ENGAGE-NPi2020-600-COV,13935.45944,43.16666667,-0.033235436,335.1279988,249.0890219,344.8704249,265.3252428,22.97970845
GEM-E3 V2021,ENGAGE-NPi2020-600f,15811.88575,39.66666667,-9899.300716,347.9059405,305.192635,302.1711409,288.3693936,21.75756012
GEM-E3 V2021,ENGAGE-NPi2020-600f-COV,14109.16652,36.16666667,-7165.828845,326.395762,252.3261462,272.2656231,279.2107129,24.20974787
GEM-E3 V2021,ENGAGE-NPi2020-800,16085.42516,58.66666667,-0.582154124,357.4968706,281.6619606,395.1122573,272.7868953,20.57369515
GEM-E3 V2021,ENGAGE-NPi2020-800f,16029.78318,54.33333333,-8004.266724,350.2137023,295.7460256,317.6075525,286.4687215,21.23597059
GEM-E3 V2021,ENGAGE-NPi2100,791.2656455,100.0,59884.33493,306.4379409,242.060976,971.4284034,141.6635526,16.64669988
GEM-E3 V2021,ENGAGE-NPi2100-COV,729.6424802,100.0,55519.59175,285.1179895,220.8364982,898.8317964,131.9951157,15.6963109
IMAGE 3.0,COMMIT-2°C-2020,27175.67025,69.66666667,-3178.898845,254.0565938,175.2937998,315.3594688,173.4172252,23.80898099
IMAGE 3.0,COMMIT-2°C-2030,23205.42125,71.0,-4161.959839,265.9531875,179.1010732,249.2015703,197.8101908,38.03700019
IMAGE 3.0,COMMIT-Baseline,0.0,100.0,72043.44011,324.9318125,123.3324316,905.7593906,123.686475,11.36970957
IMAGE 3.0,COMMIT-Bridge,22581.10429,62.16666667,-2454.614014,259.47,176.2722305,249.4788281,190.6182426,34.40272179
IMAGE 3.0,COMMIT-Current-Policies,176.4110307,100.0,70847.11133,322.1928125,123.0867695,898.8965,117.2057646,3.604076032
IMAGE 3.0,COMMIT-GPP,19223.73238,93.83333333,9518.01766,219.0605,161.6123154,395.119,148.7334638,10.85535027
IMAGE 3.0,COMMIT-NDCplus,8264.171889,100.0,51286.76596,301.5303125,144.2523799,769.3657969,134.6872563,8.711552
IMAGE 3.0,ENGAGE-INDCi2030-1000,24687.12146,81.33333333,-16.40614748,248.1887031,145.0557266,359.6206016,164.8541517,23.8247895
IMAGE 3.0,ENGAGE-INDCi2030-1000f,25635.36452,74.83333333,-6618.403158,277.3214063,171.4289404,262.7045547,209.2180301,40.13882982
IMAGE 3.0,ENGAGE-INDCi2030-1200,25747.70138,80.83333333,-122.5964317,252.1265938,147.9888164,375.0766016,162.8741857,19.63029914
IMAGE 3.0,ENGAGE-INDCi2030-1200f,30256.44363,80.83333333,-6403.162395,266.155,176.8217803,320.3994961,179.731607,26.69683917
IMAGE 3.0,ENGAGE-INDCi2030-1400,26184.47507,90.66666667,159.8962581,252.4315938,150.4544102,376.2823984,161.7903409,18.87305933
IMAGE 3.0,ENGAGE-INDCi2030-1400f,29631.73365,87.16666667,-5665.901897,264.5234063,174.5389941,315.0879141,185.0987914,25.10118912
IMAGE 3.0,ENGAGE-INDCi2030-3000,19841.35322,100.0,21854.43262,261.6694063,89.62800879,578.3692969,161.9641966,9.002596352
IMAGE 3.0,ENGAGE-INDCi2030-3000f,19841.35322,100.0,21854.43262,261.6694063,89.62800879,578.3692969,161.9641966,9.002596352
IMAGE 3.0,ENGAGE-INDCi2030-800f,25635.66847,65.33333333,-6272.32837,271.7578125,172.7776699,255.9460117,203.0958618,41.03328154
IMAGE 3.0,ENGAGE-INDCi2100,10900.6573,100.0,48440.92058,302.507,103.5849775,806.8085,129.1519951,6.4080512
IMAGE 3.0,ENGAGE-NPi2020-1000,24916.16992,75.0,-308.7657446,251.7599063,147.6592197,358.2295078,167.2524175,21.02144
IMAGE 3.0,ENGAGE-NPi2020-1000f,30609.93562,75.16666667,-5219.034506,259.0885938,172.864707,336.9222891,167.7040005,23.63729101
IMAGE 3.0,ENGAGE-NPi2020-1200,26435.52992,80.16666667,130.4336688,250.6424063,150.2329229,384.7827969,156.0386918,19.86395955
IMAGE 3.0,ENGAGE-NPi2020-1200f,30427.89043,80.83333333,-3918.845337,254.6857031,167.0258066,349.5061836,166.3802583,19.78102989
IMAGE 3.0,ENGAGE-NPi2020-1400,26852.74631,85.83333333,-153.4539668,251.5439063,151.2974131,383.9310859,158.0596951,18.46121062
IMAGE 3.0,ENGAGE-NPi2020-1400f,30126.75733,86.16666667,-3682.605612,254.2552031,168.2064971,350.8089141,167.0436352,19.32426035
IMAGE 3.0,ENGAGE-NPi2020-3000,20680.01977,99.83333333,20153.71159,263.665,100.0003438,564.4215938,165.7653609,9.238197248
IMAGE 3.0,ENGAGE-NPi2020-3000f,20680.01977,99.83333333,20153.71159,263.665,100.0003438,564.4215938,165.7653609,9.238197248
IMAGE 3.0,ENGAGE-NPi2020-600f,25361.22508,56.16666667,-6085.229452,266.7116875,173.3251465,253.3106875,202.1480351,44.71230874
IMAGE 3.0,ENGAGE-NPi2020-800,24121.97595,66.16666667,-166.3714473,248.8460938,140.1018564,350.321,165.4690202,28.81316045
IMAGE 3.0,ENGAGE-NPi2020-800f,30340.11056,66.16666667,-6757.490764,262.9634063,177.7334766,312.5076445,174.6169539,30.02996941
IMAGE 3.0,ENGAGE-NPi2100,98.91453195,100.0,67082.28972,321.6913125,68.12554004,903.6656094,125.8741484,2.95259392
IMAGE 3.0,ENGAGE-NoPolicy,0.0,100.0,72043.44011,324.9318125,123.3324316,905.7593906,123.686475,11.36970957
IMAGE 3.0.1,ADVANCE-2020-1.5°C-2100,28459.69098,30.5,-9816.3667,253.2097031,230.7212939,232.6425176,138.1696691,75.80922675
IMAGE 3.0.1,ADVANCE-2020-medium-2°C,23445.92683,86.66666667,520.7924398,247.6387031,177.9901768,288.2031406,160.2610929,50.89780941
IMAGE 3.0.1,ADVANCE-2020-well-below-2°C,21579.88312,64.5,-3102.35024,251.1314063,175.0547637,236.6226094,163.8688768,66.35139891
IMAGE 3.0.1,ADVANCE-2030-medium-2°C,23490.1517,87.0,-234.7734172,250.2555,180.9331865,267.3250449,158.8367959,57.73149798
IMAGE 3.0.1,ADVANCE-2030-well-below-2°C,21029.36568,67.0,-3902.473796,251.9777969,182.5498896,223.6111406,156.4237906,75.56681728
IMAGE 3.0.1,ADVANCE-INDC,7856.008653,100.0,39423.59538,284.105,130.0642373,635.5408906,154.3435028,30.2461399
IMAGE 3.0.1,ADVANCE-NoPolicy,0.0,100.0,72331.45248,324.1313125,116.4233203,905.8577969,123.3427272,11.86604032
IMAGE 3.0.1,ADVANCE-Reference,677.1738607,100.0,60024.90886,306.6785,121.3274482,793.7825156,142.8194432,14.09252966
IMAGE 3.0.1,CD-LINKS-INDC2030i_1600,23248.56258,85.16666667,-1503.236206,251.4590938,170.4838242,258.9761875,154.6924657,68.99441664
IMAGE 3.0.1,CD-LINKS-INDCi,538.632333,100.0,61168.68685,309.0853125,127.7098789,807.0991094,134.0140641,15.07836006
IMAGE 3.0.1,CD-LINKS-NDC2030i_1000,20294.24361,71.0,-2519.647888,256.455,180.72754,227.3869199,153.6211005,85.16389274
IMAGE 3.0.1,CD-LINKS-NPi,115.5528755,100.0,66110.10743,313.8888125,124.8450801,852.7450938,125.2400307,15.36923955
IMAGE 3.0.1,CD-LINKS-NPi2020_1000,21604.27891,69.66666667,-2935.932719,255.9907969,171.5645166,231.8134961,158.0418109,79.84093594
IMAGE 3.0.1,CD-LINKS-NPi2020_1600,22924.30683,84.83333333,-1344.99528,250.5217969,171.8956436,256.3562227,157.1512561,66.34715955
IMAGE 3.0.1,CD-LINKS-NPi2020_400,28655.87914,29.16666667,-10419.6766,252.4192969,233.2710869,232.908498,128.8839675,82.70856192
IMAGE 3.0.1,CD-LINKS-No-Policy,0.0,100.0,72452.45248,324.0425,123.7347773,908.3112031,121.493536,12.01664
IMAGE 3.0.1,EMF30-BCOC-EndU,0.0,100.0,70956.5599,310.4244063,107.325667,885.4490156,115.3684506,12.06154035
IMAGE 3.0.1,EMF30-Baseline,0.0,100.0,70896.69011,310.5748125,108.8309561,885.3437031,115.3730112,12.02889011
IMAGE 3.0.1,EMF30-CH4-Only,0.0,100.0,70805.05925,310.5748125,108.8309561,885.3437031,115.3730112,12.02889011
IMAGE 3.0.1,EMF30-ClimatePolicy,20475.08174,70.66666667,-4062.55656,249.2389063,166.0370596,240.2166504,151.044778,70.31286989
IMAGE 3.0.1,EMF30-ClimatePolicy+SLCF,20391.79992,70.66666667,-4223.064982,249.9244063,157.1430615,243.7414922,150.8748406,70.76847616
IMAGE 3.0.1,EMF30-D-BCOC-Red,0.0,100.0,70883.30534,310.5748125,108.8309561,885.3437031,115.3730112,12.02889011
IMAGE 3.0.1,EMF30-D-CH4-ClimatePolicy,0.0,100.0,70841.39649,310.5748125,108.8309561,885.3437031,115.3730112,12.02889011
IMAGE 3.0.1,EMF30-D-CO2-Only,20475.08174,90.33333333,-4062.69218,249.2389063,166.0370596,240.2166504,151.044778,70.31286989
IMAGE 3.0.1,EMF30-D-Frozen-CH4,0.0,100.0,70828.778,310.5748125,108.8309561,885.3437031,115.3730112,12.02889011
IMAGE 3.0.1,EMF30-D-Frozen-EF,0.0,100.0,70897.09115,310.5748125,108.8309561,885.3437031,115.3730112,12.02889011
IMAGE 3.0.1,EMF30-D-Frozen-EF-EndU,0.0,100.0,70913.55534,310.5748125,108.8309561,885.3437031,115.3730112,12.02889011
IMAGE 3.0.1,EMF30-D-Frozen-EF-SLCF,0.0,100.0,70950.14324,310.5748125,108.8309561,885.3437031,115.3730112,12.02889011
IMAGE 3.0.1,EMF30-SLCF,0.0,100.0,70861.48438,310.4244063,107.325667,885.4490156,115.3684506,12.06154035
IMAGE 3.0.1,EMF30-Slower-Action,6849.255463,100.0,35552.91667,259.0294063,118.4794834,577.631,154.6785439,21.74550016
IMAGE 3.0.1,EMF30-Slower-Action+SLCF,6866.63532,100.0,35655.90918,258.9902969,116.2884517,578.3737031,154.5549046,21.78035098
IMAGE 3.0.1,EMF30-Slower-to-Faster,18662.74563,75.5,-3521.907858,247.4915938,210.3034033,196.563207,152.217536,73.56500378
IMAGE 3.0.1,EMF30-Slower-to-Faster+SLCF,18490.82619,74.33333333,-3347.17745,249.1012969,202.0029658,196.1144199,152.7113723,75.51738675
IMAGE 3.0.1,EMF30-Slower-to-Faster+SLCF+HFC,18490.82619,73.83333333,-3330.263204,249.1012969,202.0029658,196.1144199,152.7113723,75.51738675
IMAGE 3.0.1,SSP1-19,17904.46039,21.0,-14340.42464,164.2787969,253.829573,91.01859277,145.852524,4.8937088
IMAGE 3.0.1,SSP1-26,16210.22253,65.33333333,-8347.35018,191.9877969,226.0133398,167.857793,172.2026793,2.525435904
IMAGE 3.0.1,SSP1-34,15622.25441,91.83333333,-6615.458456,196.4042031,252.6119219,173.4876836,172.3595786,1.205998976
IMAGE 3.0.1,SSP1-45,3320.564857,99.5,11079.04639,222.4789063,163.3550269,257.8309883,187.0351273,0.488932896
IMAGE 3.0.1,SSP1-Baseline,0.0,100.0,24612.91358,249.8557031,137.353449,387.0461367,182.0306094,0.128179
IMAGE 3.0.1,SSP2-26,19232.41355,64.0,-5241.49642,262.9165938,175.8398828,219.7065391,160.6291318,81.44696934
IMAGE 3.0.1,SSP2-34,23038.69214,91.83333333,307.2401861,250.0407031,182.9374873,303.8368086,151.1907272,54.76041933
IMAGE 3.0.1,SSP2-45,16443.77959,99.66666667,14978.80599,256.0007031,146.8954902,428.088,160.6354278,49.01435802
IMAGE 3.0.1,SSP2-60,2966.623103,100.0,46060.33724,285.3375,125.6422803,656.6245,153.6144799,18.81621914
IMAGE 3.0.1,SSP2-Baseline,0.0,100.0,72492.60678,325.3026875,117.5377305,906.72,123.8123907,11.8841303
IMAGE 3.0.1,SSP3-34,21899.73309,93.0,2820.103068,191.4039063,171.5515586,293.7659648,84.60813939,91.40625408
IMAGE 3.0.1,SSP3-45,18176.45758,99.5,8218.551352,182.5664063,167.8226016,329.0122969,83.51090918,64.78845133
IMAGE 3.0.1,SSP3-60,13736.40222,100.0,27434.47982,199.0995938,123.2501094,536.6995,78.89652518,58.20585984
IMAGE 3.0.1,SSP3-Baseline,0.0,100.0,76477.13477,249.1660938,117.1195781,908.5572969,56.27681434,11.94808013
IMAGE 3.0.1,SSP4-26,10278.24846,61.83333333,-960.9200033,168.0052969,179.7557559,143.6959375,115.8916398,44.44375859
IMAGE 3.0.1,SSP4-34,13709.57236,91.5,663.7825369,161.8299063,196.4375898,200.2889727,104.547179,31.77630925
IMAGE 3.0.1,SSP4-45,11416.74133,99.5,9798.752198,150.7555938,175.5486533,293.6755039,97.12043469,27.98707098
IMAGE 3.0.1,SSP4-60,0.141359442,100.0,41156.13477,185.2330938,130.8194082,565.2975938,107.4244045,11.81319987
IMAGE 3.0.1,SSP4-Baseline,0.0,100.0,44358.89291,189.4412031,127.6603867,601.3306094,104.7428367,10.8535296
IMAGE 3.0.1,SSP5-34,34898.43407,92.5,701.3552399,296.5136875,152.5270684,480.6783984,144.5561546,99.7870633
IMAGE 3.0.1,SSP5-45,38435.57599,99.66666667,7600.7028,288.4381875,164.6396812,598.3873125,122.737129,78.99723366
IMAGE 3.0.1,SSP5-60,30935.87854,100.0,23995.58692,303.2909063,152.2720264,735.4404844,122.1591918,68.72440013
IMAGE 3.0.1,SSP5-Baseline,0.0,100.0,111910.0397,400.8255,96.73266895,1365.429313,74.42587731,15.52457011
IMAGE 3.0.2,EMF33-Baseline,0.0,100.0,72612.46811,324.5885,118.2657568,906.8882031,121.1441523,12.18207027
IMAGE 3.0.2,EMF33-medium-2°C-cost100,21877.94471,90.16666667,792.3758088,243.3194063,162.3530664,291.8747266,156.7234365,52.69857075
IMAGE 3.0.2,EMF33-medium-2°C-full,22350.5165,90.5,896.5608725,244.0875938,165.2558936,299.7870313,151.8539377,57.0267607
IMAGE 3.0.2,EMF33-medium-2°C-limbio,16570.03454,90.16666667,1646.880066,255.5019063,95.65326953,265.0573594,176.9585382,66.45544141
IMAGE 3.0.2,EMF33-medium-2°C-nobeccs,12831.35395,90.0,6193.586793,248.7265938,151.3890195,243.9241289,171.3501752,63.74997197
IMAGE 3.0.2,EMF33-medium-2°C-nofuel,21610.0326,90.16666667,1891.548605,246.292,163.0193438,308.6993516,152.4686131,54.28482048
IMAGE 3.0.2,EMF33-medium-2°C-none,12744.13507,90.0,6157.231649,254.928,129.8739834,255.3352266,175.1353846,66.40458138
IMAGE 3.0.2,EMF33-tax-hi-full,22850.4343,85.33333333,-2692.498637,250.645,168.88171,249.698084,157.5483064,67.30625843
IMAGE 3.0.2,EMF33-tax-hi-none,12165.40981,93.0,5702.062785,254.6079063,125.8706602,239.9752871,178.1329628,68.55668941
IMAGE 3.0.2,EMF33-tax-lo-full,20375.89021,97.16666667,5919.191488,235.6807031,160.8724404,349.4907969,146.8932613,55.24939981
IMAGE 3.0.2,EMF33-tax-lo-none,12787.01304,99.0,14549.32975,238.998,127.5344912,360.3615078,153.3501809,54.7848192
IMAGE 3.0.2,EMF33-well-below-2°C-cost100,22569.52683,72.33333333,-1654.552562,250.2864063,167.3306631,254.5552891,153.5916826,71.52381952
IMAGE 3.0.2,EMF33-well-below-2°C-full,21939.23823,73.0,-1686.414785,251.2340938,167.6657236,249.1073281,157.144491,71.90529638
IMAGE 3.0.2,EMF33-well-below-2°C-limbio,15340.25117,72.5,475.7917939,261.0379063,90.88895898,235.5013848,172.9890268,86.89168384
IMAGE 3.0.2,EMF33-well-below-2°C-nobeccs,12700.20843,79.33333333,4214.067058,249.0990938,149.0879033,216.9221348,163.1763968,85.04889344
IMAGE 3.0.2,EMF33-well-below-2°C-nofuel,21862.38872,72.16666667,-2057.354492,254.0290938,165.5844199,249.0566309,154.8667817,76.67018957
IMAGE 3.2,SSP2021-SSP1-Baseline,0.0,100.0,21800.63216,238.8497031,69.48203247,352.5245781,201.9009376,1.034312012
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,23620.25241,19.83333333,-13825.76465,181.4855938,211.3998862,146.6181377,170.1646912,2.609969971
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default-LowBiomass,13196.60693,21.66666667,-5640.979574,175.3889063,78.62580322,200.6089658,171.6245683,4.543313965
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle,18861.09165,21.66666667,-8774.193686,154.4045938,159.8304678,149.5038213,144.017287,2.482333008
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,25852.29838,22.0,-9618.499187,244.893,152.6691182,183.4144453,306.9072787,21.36801953
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables-LowBiomass,18947.57574,18.16666667,-5123.103191,245.8635938,78.89333008,207.4486768,307.4775133,23.04784961
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,22363.72911,28.16666667,-11590.54639,185.6397969,158.2884502,145.9981846,233.4637928,3.971781006
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables-LowBiomass,13721.58837,25.16666667,-6751.763388,189.7079063,67.52354199,158.0447393,237.3073094,5.807227051
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,18169.27818,58.5,-8475.771241,182.6162969,182.8127568,160.0574297,169.1334187,2.798207031
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,11747.46612,63.66666667,-2750.12734,166.8479063,130.0493218,165.385748,157.792342,2.3929021
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,17255.09479,66.5,-1363.373373,253.3775,107.2680615,230.7244453,306.835091,23.2527207
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Renewables,17738.52737,60.66666667,-8301.593832,191.9984063,138.7464878,155.5473662,240.1271259,4.015387939
IMAGE 3.2,SSP2021-SSP1-SPA1-34-Default,8727.937298,91.83333333,1826.498281,206.5767969,134.1950405,209.6406465,193.2213492,4.710373047
IMAGE 3.2,SSP2021-SSP1-SPA1-34-Lifestyle,4842.19891,93.16666667,3224.144043,182.673,101.9411873,200.0052744,171.8325315,2.339947998
IMAGE 3.2,SSP2021-SSP1-SPA1-34-Lifestyle-Renewables,4800.811053,96.0,2960.396708,228.0955938,89.80537598,205.457082,268.3170539,2.513788086
IMAGE 3.2,SSP2021-SSP1-SPA1-34-Renewables,7004.437929,91.66666667,3793.115194,224.9102031,98.85424658,218.4033828,259.6317314,4.002770996
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,23062.70655,59.83333333,-12233.28011,260.7992969,207.5858262,229.710623,190.29027,38.06042931
IMAGE 3.2,SSP2021-SSP2-SPA1-19-Default-LowBiomass,21123.78034,33.66666667,-3695.622233,255.2397031,105.9584492,327.6284219,209.5194675,39.27453125
