Model,Scenario,Carbon Capture|Geological Storage,Climate Assessment|Exceedance Probability 1.5°C [MAGICCv7.5.3],Emissions|CO2,Final Energy|Electricity,Primary Energy|Biomass,Primary Energy|Fossil,Primary Energy|Non-Biomass Renewables,Primary Energy|Nuclear
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-600f-COV,12216.38656,37.33333333,-15092.85643,333.3957649,206.3883446,23.03034444,392.5593916,123.4806176
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-600f-COV-NDCp,12060.03312,37.16666667,-14861.13115,334.8300451,203.4508723,24.00343961,394.7741283,124.4003292
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-700f,12189.65807,43.66666667,-14415.97346,360.9664147,202.8719736,29.46441703,433.9226123,129.2286941
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-700f-COV,11568.9409,44.5,-13628.5516,349.7381514,192.5468456,33.68423313,418.1659336,134.3863963
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-700f-COV-NDCp,11275.80343,44.5,-13222.63286,350.9451925,187.1033163,34.92972148,420.2989118,135.3171304
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-700f-NDCp,12182.58592,43.83333333,-14309.28252,362.5247106,202.4436304,30.35296145,436.1823063,129.947296
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-800f,11370.45036,50.16666667,-12750.98612,373.0629674,186.0306108,39.83701389,457.5905422,136.8866428
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-800f-COV,10938.90959,50.66666667,-12302.3387,359.5019989,179.6378452,43.14046286,434.5627683,143.58028
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-800f-COV-NDCp,10896.33044,50.33333333,-12194.66903,360.7639613,178.6986443,43.71925379,434.7510211,145.1619968
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-800f-NDCp,11356.63559,50.0,-12630.95203,373.1958917,185.504268,40.79939075,459.5003121,134.9483814
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-900f,11021.55968,54.5,-11815.77239,379.0349314,178.2066141,47.99718614,466.8046107,142.718202
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-900f-COV,10497.94932,55.33333333,-11328.33835,365.292708,170.5679597,49.49507871,446.1772578,145.8681576
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-900f-COV-NDCp,10424.32038,55.0,-11199.9432,365.4902945,169.028302,50.07241405,446.0759538,146.5928733
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-900f-NDCp,10973.98317,54.5,-11677.08899,379.6705271,177.1714726,48.81920556,469.2421179,142.0539688
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-950-COV,13550.95608,57.83333333,2.058757518,366.6217841,107.0724165,278.0918236,422.637613,97.53577983
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-950-COV-NDCp,13638.76965,58.0,4.348360573,367.2184363,105.7005789,278.3430575,422.8643534,98.06640462
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-950f-COV,10331.48938,57.16666667,-10969.53608,366.2114491,166.8594056,52.6295984,451.3495868,146.8286964
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-950f-COV-NDCp,10254.8463,57.33333333,-10839.31456,366.7459445,165.2343453,53.63140012,450.907519,147.6570422
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2100,2041.449023,100.0,51619.67395,363.5522698,40.30530905,705.2598462,326.7563981,21.6162322
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2100-COV,1470.951874,100.0,49697.68082,348.871236,38.82989008,686.4533512,306.4983622,20.32264416
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2100-COV-NDCp,1820.107746,100.0,48590.43349,349.6891918,36.06329788,684.4259134,305.7917872,23.82773877
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2100-NDCp,2390.524077,100.0,49825.69972,363.0220778,40.94553559,692.5260805,330.4906219,25.47644983
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000,13821.48763,63.0,0.09673245,387.8090657,107.0075918,263.9767387,460.2654363,105.3155754
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000-COV,13465.24917,62.66666667,0.000243801,370.466903,105.4039567,266.5258398,433.6997247,97.1962006
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000-DR10p,24047.73446,60.66666667,0.002751233,389.0806026,132.639786,412.7590903,478.2385349,7.872766479
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000-DR1p,10320.37389,63.66666667,1055.086014,397.977741,88.75790331,234.2626936,483.8596259,116.7252807
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000-DR2p,11081.1626,63.33333333,0.002294622,395.8963275,95.80793663,228.8316927,478.3530288,120.5838374
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000-DR3p,11310.06227,63.0,0.000105454,391.7563766,97.78847391,230.0217044,467.3593589,127.1645922
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000-DR4p,11234.98842,63.0,0.000438239,388.0858405,100.6179116,228.0905493,456.0290028,136.2971512
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000f,9804.468201,61.83333333,-9180.137213,415.5729463,151.6537661,66.53077849,524.8902237,147.4853714
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000f-COV,9534.247899,61.16666667,-8918.064814,389.984653,147.1126233,72.45912986,485.0982694,151.6084326
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000f-DR10p,12157.853,58.33333333,-14935.51771,350.3433803,201.8054994,22.64388924,536.1800545,14.94325565
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000f-DR1p,10396.11346,64.16666667,1246.577665,397.2102097,88.5078101,237.3337217,480.9389727,116.2351535
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000f-DR2p,10538.00821,63.33333333,-3031.815287,406.7017396,117.2986916,168.4152866,507.341361,127.2679247
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000f-DR3p,9631.024785,62.83333333,-5739.417151,412.8588782,133.1957945,111.3897998,532.4187999,136.7803218
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1000f-DR4p,9296.362337,62.5,-7851.93597,415.5026112,141.9605276,78.31911004,537.0347679,147.3275413
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1200,13847.70458,71.16666667,-0.000603905,387.9091926,103.7086999,257.3670196,466.2152641,108.8040015
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1200-COV,12897.53149,70.66666667,0.00102671,371.5646507,104.188819,256.557193,439.3870059,100.8100151
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1200f,9515.327631,71.5,-8092.039973,414.9080712,142.6152718,80.13790736,522.4991909,152.3667049
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1200f-COV,9902.915817,71.0,-7962.269692,390.9200247,140.9555726,92.10102556,488.0270924,147.2072293
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1400,13476.47578,79.16666667,0.000108145,385.7215541,105.8927237,254.5493064,462.9476122,110.5664382
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1400-COV,12751.79437,79.16666667,0.001335977,371.2228374,104.6149821,254.6386594,433.3939479,106.7280172
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1400f,9919.160672,78.66666667,-7270.260898,413.1425276,139.50931,97.23768075,524.6970588,144.6504527
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1400f-COV,9871.862657,78.66666667,-6983.448116,391.0244099,136.25187,105.4883409,491.0647498,142.0058679
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1600,13633.09701,84.33333333,0.000249514,385.704475,108.5390323,256.3870996,459.7463245,110.8058559
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1600-COV,13414.10089,84.16666667,0.001782054,371.5063421,106.5349737,261.1233448,435.6709079,100.715647
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1600f,10237.03392,84.0,-5927.714142,408.1963526,133.3673089,119.3087298,514.3128301,142.9406549
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1600f-COV,10878.05183,84.33333333,-5127.679872,385.1685734,128.2611223,142.0205975,484.1674922,126.9883124
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1800,13873.19408,89.33333333,0.000690874,386.0904482,108.7316021,260.6479301,467.3733894,104.5670614
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1800-COV,13531.90389,89.33333333,0.001916377,370.7866536,106.5554296,261.5570658,436.4644906,100.4168781
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1800f,11084.27707,89.33333333,-3850.647377,395.4398249,127.2189347,157.8180147,498.0359575,128.3987291
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-1800f-COV,11310.30675,89.33333333,-3437.008142,380.7017412,122.0734312,172.6624102,474.1715589,117.4582716
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-2000,13661.20859,93.0,0.001759639,385.2779997,111.9874901,253.8263321,465.9647751,107.3334653
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-2000-COV,13369.80416,93.0,0.001966977,370.2768347,106.2161591,255.9746712,440.3669219,103.3439366
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-2000f,12102.8793,93.0,-2617.932827,394.4330447,121.7811373,188.336642,494.2513118,116.171472
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-2000f-COV,13165.97329,93.0,-1995.049969,375.4552753,117.7858309,215.5875945,461.7224073,104.9269488
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-200f,12205.68761,20.5,-14737.0024,386.5608965,203.4205155,26.31680463,480.0146574,118.4148385
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-2500,12225.90003,97.83333333,3091.730092,380.5396368,96.11429565,287.2914723,453.6675963,98.37819492
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-2500-COV,11463.56911,97.83333333,4241.651325,363.0404046,87.99735484,301.9279806,431.5674537,84.69982604
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-2500f,12179.38672,97.83333333,3072.764742,382.0442189,96.4408688,285.949928,456.9601754,96.59610965
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-2500f-COV,10700.45483,98.0,5280.60053,361.5140481,85.29699862,307.6722956,428.7419951,80.20205056
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-3000,7800.142835,99.66666667,11635.6588,373.6313162,73.8603422,347.7309264,438.2882844,70.24803778
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-3000-COV,7499.311594,99.66666667,12255.66809,357.6843808,65.26266918,355.339545,413.9781881,66.40550879
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-3000f,7774.736131,99.66666667,11712.73396,373.6584578,74.33656069,347.7810761,438.0089996,70.74541981
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-3000f-COV,7332.659908,99.66666667,12799.52856,356.0892833,65.02400468,360.4165453,410.3550196,65.72918452
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-300f,11583.62908,24.83333333,-13552.45215,395.2868814,190.8154087,33.01237751,490.5342735,125.6598041
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-400f,11293.75696,31.0,-12773.70321,402.0366383,183.9508196,38.98107867,499.763371,128.2773452
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-450,14377.38474,33.33333333,-4.231867334,394.1590679,114.2484906,287.4981673,455.2708175,92.04852506
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-450f,11236.50767,33.33333333,-12557.27212,404.6653422,182.4722074,41.03849088,504.6643757,129.2848472
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-500,14052.93055,35.83333333,-0.000376588,390.1432145,115.903582,277.2387659,455.7682376,95.52316075
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-500f,10971.3824,35.5,-12038.77578,407.859447,176.8708557,43.93921436,508.7641023,131.8099378
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600,14390.16458,41.83333333,0.000825367,389.1325947,115.7141948,280.495345,451.2059579,97.4369926
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600-COV,13945.97671,40.83333333,0.49190831,371.2320405,107.4639564,278.8352348,430.3630845,92.07893597
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600-DR10p,24300.54924,40.16666667,-1.656522836,396.6732397,132.6003419,419.5937802,477.4461253,4.330755485
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600-DR1p,10989.53949,42.0,-0.000545261,403.751544,95.26869428,232.4474324,492.8901411,104.5558798
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600-DR2p,11081.12809,41.66666667,-0.01723299,398.1477708,99.10944894,234.5977488,481.2690781,109.4626015
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600-DR3p,11160.62392,41.66666667,0.000152209,395.0090782,101.040466,234.9653575,473.4393471,114.6225541
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600-DR4p,11423.96024,41.5,-6.35274e-05,391.0618104,106.722305,237.4866801,455.5137697,125.0851394
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600f,10652.91813,40.33333333,-11376.37374,410.6993834,170.333935,48.2106084,510.7251541,138.0461786
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600f-COV,10444.39932,40.0,-11372.01303,388.0820824,168.9293727,48.02054321,480.5490057,137.7621026
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600f-DR10p,12388.67036,37.66666667,-16227.84571,314.2919772,209.5971705,10.70293131,475.1196677,11.65123795
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600f-DR1p,9984.389762,42.5,-4958.928528,417.4528287,129.3613229,131.8595371,553.6767513,112.7884857
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600f-DR2p,9480.869542,42.33333333,-7408.520112,421.6709845,139.4880386,86.10821074,575.9851375,119.1662231
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600f-DR3p,9541.962874,41.5,-8851.709935,421.3834582,146.966433,68.14163216,567.8945299,122.9597498
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-600f-DR4p,10065.34889,40.5,-10041.71159,415.5704016,157.9363014,57.87327535,543.6541246,125.7774105
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-700,14388.10236,48.0,-1.060485236,388.9126501,111.6581668,276.4274068,451.6867065,102.7202527
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-700-COV,13902.35046,47.16666667,0.002871889,371.9156538,105.9120822,274.3596925,428.2252276,97.74522483
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-700f,10340.01408,46.33333333,-10794.94355,410.7761656,164.1473127,52.61319338,514.8589246,140.1296024
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-700f-COV,9865.184153,46.33333333,-10457.21415,388.9731821,158.1071634,52.8867403,485.3649755,142.1304988
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-800,14243.58996,52.5,-0.105080397,390.6337531,108.9342484,274.9466394,452.6589505,105.3658969
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-800-COV,14273.62724,51.5,0.00096734,371.638836,105.8534857,279.726826,423.3078059,98.66114663
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-800f,10042.06461,51.16666667,-10082.60329,412.4038921,158.0741467,56.79530833,515.9815473,145.7904489
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-800f-COV,9810.924036,51.16666667,-10121.33205,392.9194161,156.1862074,56.97691213,484.6876769,148.6724783
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-900,14088.17512,56.5,-0.405978317,388.9827111,108.6491775,273.1001345,455.3551837,104.014417
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-900-COV,13909.93117,56.33333333,0.000564625,370.6984097,105.8276309,271.5705264,425.8832826,100.771739
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-900f,9912.907388,56.0,-9769.451051,414.9292731,155.1606589,59.27834264,518.8185999,147.3107788
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2020-900f-COV,9616.937098,56.0,-9540.621687,391.1321596,151.8026714,62.79771378,483.5375763,152.1364445
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2100,242.6761211,100.0,70628.54731,359.1109127,23.16804355,859.5980854,290.4664892,1.567962719
MESSAGEix-GLOBIOM 1.1,ENGAGE-NPi2100-COV,233.2601237,100.0,69461.35042,344.2585614,22.78079939,851.2672249,271.0169162,1.554922
MESSAGEix-GLOBIOM 1.1,ENGAGE-NoPolicy,0.0,100.0,87065.1747,353.6620367,17.3254734,1011.047714,237.0619107,0.0
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACl-MP-median-stor3-final_1000,9625.214161,80.0,0.004885332,444.8066889,74.50015996,445.2552917,449.3068491,65.8782088
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACl-MP-median-stor3-final_500,12676.9507,59.66666667,0.003201178,448.1782142,78.14245206,509.2334426,431.4736315,54.54414145
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACl-MP-median-stor3-final_700,10551.56678,69.0,0.003991932,446.2552381,76.60652213,458.3847818,452.0333433,60.13227613
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-HP-median-stor3-final_1000,15077.65831,69.33333333,0.002853597,405.7070248,96.88826757,352.2527682,451.7679644,85.64779457
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-HP-median-stor3-final_500,14993.29372,47.16666667,0.003283195,411.4058518,98.63808505,378.8371178,444.4443285,73.61575631
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-HP-median-stor3-final_700,15112.2345,57.83333333,0.002341085,408.370448,97.86541225,369.2680896,450.5316288,77.58241378
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-HP-median-stor3-phs-govmSSP1-CO2total_1000,21192.62991,70.66666667,0.002221614,399.0935422,96.43036365,472.7868424,398.4450312,86.16778757
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-HP-median-stor3-phs-govmSSP1-CO2total_700,21655.83062,54.66666667,0.002018574,401.3601588,99.31734959,489.295916,400.0815693,73.42488696
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-HP-median-stor3-phs-govmSSP2-CO2total_1000,20454.82967,75.83333333,0.003353043,400.2486593,91.58295022,467.6182781,400.6334768,90.54988665
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-LP-median-stor3-final_1000,8258.422266,90.0,0.003374126,438.1680716,59.45996507,507.8356522,434.2820762,66.3069305
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-LP-median-stor3-final_500,10283.85344,74.0,0.003372037,437.9972858,62.68318592,538.1108433,429.0854128,56.31342692
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-LP-median-stor3-final_700,9605.252224,80.83333333,0.003231742,438.9111314,61.05175555,525.3640323,433.0773888,60.94820485
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-LP-median-stor3-phs-govmSSP1-CO2total_1000,13873.67859,89.33333333,0.003413988,437.922884,66.95133492,596.5558127,372.5491245,71.27228326
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-LP-median-stor3-phs-govmSSP1-CO2total_700,15435.91435,77.33333333,0.003680264,436.0217148,68.88623648,622.5298986,375.9730082,59.42161311
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-LP-median-stor3-phs-govmSSP2-CO2total_1000,13508.03143,88.0,0.003662991,436.9120087,65.43617751,595.6254446,373.4623336,73.86596323
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-MP-median-stor3-final_1000,9136.482906,85.0,0.003199475,445.5762836,72.27140453,446.7211478,450.6415215,65.94350385
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-MP-median-stor3-final_500,11822.33598,66.16666667,0.003379039,449.1004666,75.47026888,497.9986781,433.0746127,59.70826714
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-MP-median-stor3-final_700,10254.16332,75.66666667,0.003796206,446.5757825,73.38809023,460.3815945,451.7623668,59.84184197
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-MP-median-stor3-phs-govmSSP1-CO2total_1000,16605.35673,85.33333333,0.006150775,434.2906993,80.03915687,554.670148,370.5135122,79.59505929
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-MP-median-stor3-phs-govmSSP1-CO2total_700,19097.9407,71.83333333,0.005339331,434.9840768,82.04207098,598.1113897,372.4305731,59.78934993
MESSAGEix-GLOBIOM 1.1,GENIE DACCS DACm-MP-median-stor3-phs-govmSSP2-CO2total_1000,17393.69729,83.66666667,0.00638071,433.7916617,77.19424781,564.0304261,367.7257334,82.38640261
MESSAGEix-GLOBIOM 1.1,NGFS Phase 2-Below 2°C,13707.47865,61.83333333,2.63e-05,370.5673689,105.1506758,268.792623,432.6016743,96.878184
MESSAGEix-GLOBIOM 1.1,NGFS Phase 2-Current Policies,0.0,100.0,68642.03916,339.8254668,24.27483013,858.974391,257.1448984,1.554922
MESSAGEix-GLOBIOM 1.1,NGFS Phase 2-Delayed Transition,14080.62176,50.16666667,-5051.648407,364.5253128,141.0570779,194.2278871,472.6274933,70.45967831
MESSAGEix-GLOBIOM 1.1,NGFS Phase 2-Divergent Net Zero Policies,9601.719175,36.66666667,1.36e-12,359.065472,133.0130287,208.0038925,424.4460348,97.23635099
MESSAGEix-GLOBIOM 1.1,NGFS Phase 2-Nationally Determined Contributions (NDCs),7229.597527,98.83333333,19522.56254,353.0264615,57.67215714,443.8018784,381.2338714,45.27146495
MESSAGEix-GLOBIOM 1.1,NGFS Phase 2-Net-Zero 2050,13402.39219,39.5,1.007587456,373.0771567,110.9731061,270.6472039,432.9403091,92.44780309
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-1.5°C-all_u,13440.82787,31.83333333,-42.15971001,294.1026257,112.8814978,301.1503634,332.7846827,50.93477361
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-1.5°C-ref,14882.85765,44.0,447.9434104,327.460734,175.5132141,256.8000226,526.5096622,104.3414238
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-2.0°C-act_u,1999.976915,65.33333333,2580.94009,275.0359989,127.9701642,137.8966953,341.1861571,86.23414566
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-2.0°C-all_u,1999.991967,66.16666667,2075.066231,288.0084888,121.4543674,135.2966082,360.4142363,90.52333097
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-2.0°C-ele_u,1999.995623,66.16666667,2343.216779,295.8268673,122.7811106,135.943069,364.9838305,96.65257787
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-2.0°C-ref,1999.986663,64.83333333,2647.398742,281.980125,128.9313366,137.9345046,347.733515,88.6908476
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-2.0°C-tec_u,1999.995288,65.83333333,2265.114059,288.5767421,122.5074385,135.2992137,357.9268962,92.33950446
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-NPi-act,0.0,100.0,69421.69151,303.1688007,16.36494689,826.6245032,177.1390386,0.0
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-NPi-all,0.0,100.0,64619.15664,282.4407059,15.72203777,774.6032699,169.3730019,0.0
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-NPi-ele,0.0,100.0,71158.2046,315.332637,15.67638012,846.2778287,180.2718718,0.0
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-NPi-ref,0.0,100.0,71016.41648,311.9474826,16.39640844,845.2212128,179.5889508,0.0
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-NPi-tec,0.0,100.0,65706.21164,288.0142447,15.88828137,786.5247158,171.0851911,0.0
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,5688.208685,59.16666667,7.385712834,296.7168837,97.03698975,95.65855364,463.2048279,0.583441398
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Current Policies,0.0,100.0,41294.54975,268.3421059,37.33089734,584.3160047,216.3947371,1.908526402
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,5531.985357,65.5,2.223382843,296.3449053,97.47931462,94.8202603,461.8843901,2.047352803
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Fragmented World,3875.763961,90.16666667,11846.63173,294.1814204,55.22873952,267.9868018,362.2307136,4.075453099
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,4426.046638,35.16666667,-2432.847677,119.9424224,52.61146194,62.9411174,161.9275995,0.114095627
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),4596.181352,86.66666667,9310.473669,295.8063966,57.00726174,233.9531922,388.6768429,0.114095627
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,4088.218666,32.83333333,-2384.685027,292.4578974,110.7269673,65.4335071,471.1918852,0.236703242
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-int-lc-15,28284.68548,87.83333333,-10746.38308,465.6546682,234.6287767,266.2976994,591.1041787,22.05144166
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-int-lc-50,20308.44392,50.16666667,-16197.20702,483.6982694,269.8753192,88.80766835,680.35698,56.15200086
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-int-mc-15,29833.47454,87.16666667,-10782.1131,459.7423758,234.9585061,281.0683591,432.5569251,149.0262524
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-int-mc-50,19781.38402,48.83333333,-16338.79352,482.0602373,273.5742989,77.12808161,604.3255532,127.0223086
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-noint-lc-15,28203.41867,87.83333333,-10743.3292,465.9692331,234.6288788,265.856036,592.0022447,21.91469907
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-noint-lc-50,20288.17339,51.16666667,-16199.17209,483.8043047,269.8003011,88.57997997,679.5214625,57.29696156
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-noint-mc-15,29779.20234,87.5,-10783.88245,459.7262547,234.9398838,279.927873,433.6524903,148.9986248
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-noint-mc-50,19855.13807,49.33333333,-16334.50428,482.1447456,273.5748853,78.04142905,602.4114957,128.3272757
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-lc-100,18222.93798,34.83333333,-17326.51518,483.7178067,279.7291771,48.10337432,657.5737646,72.34434198
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-lc-120,17899.11218,32.83333333,-17467.47703,483.3274561,280.7985816,42.29818709,657.8692597,78.24668793
